mes,dia_de_la_semana,dia,hora,minuto,cpu_percent,ram_percent,top_1,top_2,top_3
3,Monday,20,1,36,8.2,8.7,uwsgi,python3,httpd
3,Monday,20,1,39,8.9,8.7,uwsgi,python3,httpd
3,Monday,20,1,42,8.3,8.7,uwsgi,python3,httpd
3,Monday,20,1,45,8.8,8.5,uwsgi,python3,httpd
3,Monday,20,1,48,7.8,8.4,uwsgi,python3,httpd
3,Monday,20,1,51,9.3,8.4,uwsgi,python3,httpd
3,Monday,20,1,54,7.7,8.4,uwsgi,python3,httpd
3,Monday,20,1,57,8.4,8.4,uwsgi,python3,httpd
3,Monday,20,2,0,7.1,8.6,uwsgi,python3,httpd
3,Monday,20,2,3,8.7,8.4,uwsgi,python3,httpd
3,Monday,20,2,6,7.9,8.1,uwsgi,python3,httpd
3,Monday,20,2,9,8.4,7.9,uwsgi,python3,httpd
3,Monday,20,2,12,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,2,15,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,2,18,9.8,8.2,uwsgi,python3,httpd
3,Monday,20,2,21,9.0,8.1,uwsgi,python3,httpd
3,Monday,20,2,24,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,2,27,10.4,8.1,uwsgi,python3,httpd
3,Monday,20,2,30,8.1,8.2,uwsgi,python3,httpd
3,Monday,20,2,33,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,2,36,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,2,39,7.5,8.1,uwsgi,python3,httpd
3,Monday,20,2,42,12.3,8.1,uwsgi,python3,httpd
3,Monday,20,2,45,8.6,8.1,uwsgi,python3,httpd
3,Monday,20,2,48,13.3,8.1,uwsgi,python3,httpd
3,Monday,20,2,51,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,2,54,9.7,8.1,uwsgi,python3,httpd
3,Monday,20,2,57,9.3,8.1,uwsgi,python3,httpd
3,Monday,20,3,0,9.2,8.3,uwsgi,python3,httpd
3,Monday,20,3,3,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,3,6,16.0,8.1,uwsgi,python3,httpd
3,Monday,20,3,9,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,3,12,17.3,8.1,uwsgi,python3,httpd
3,Monday,20,3,15,8.3,8.1,uwsgi,python3,httpd
3,Monday,20,3,18,29.4,8.1,uwsgi,python3,httpd
3,Monday,20,3,21,8.6,8.1,uwsgi,python3,httpd
3,Monday,20,3,24,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,3,27,9.6,8.1,uwsgi,python3,httpd
3,Monday,20,3,30,9.2,8.2,uwsgi,python3,httpd
3,Monday,20,3,33,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,3,36,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,3,39,9.4,8.0,uwsgi,python3,httpd
3,Monday,20,3,42,9.3,8.1,uwsgi,python3,httpd
3,Monday,20,3,45,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,3,48,9.5,8.2,uwsgi,python3,httpd
3,Monday,20,3,51,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,3,54,8.1,8.1,uwsgi,python3,httpd
3,Monday,20,3,57,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,4,0,15.5,8.2,uwsgi,python3,httpd
3,Monday,20,4,3,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,4,6,9.1,8.2,uwsgi,python3,httpd
3,Monday,20,4,9,9.8,8.1,uwsgi,python3,httpd
3,Monday,20,4,12,14.9,8.1,uwsgi,python3,httpd
3,Monday,20,4,15,20.3,8.1,uwsgi,python3,httpd
3,Monday,20,4,18,8.4,8.1,uwsgi,httpd,php
3,Monday,20,4,21,8.6,8.1,uwsgi,httpd,php
3,Monday,20,4,24,11.6,8.1,uwsgi,httpd,php
3,Monday,20,4,27,8.2,8.1,uwsgi,httpd,php
3,Monday,20,4,30,23.1,8.2,uwsgi,httpd,php
3,Monday,20,4,33,10.2,8.1,uwsgi,httpd,php
3,Monday,20,4,36,8.1,8.1,uwsgi,httpd,php
3,Monday,20,4,39,8.6,8.1,uwsgi,httpd,php
3,Monday,20,4,42,9.5,8.2,uwsgi,httpd,php
3,Monday,20,4,45,8.8,8.1,uwsgi,httpd,php
3,Monday,20,4,48,8.5,8.2,uwsgi,httpd,php
3,Monday,20,4,51,9.2,8.1,uwsgi,httpd,php
3,Monday,20,4,54,9.3,8.1,uwsgi,httpd,php
3,Monday,20,4,57,8.8,8.1,uwsgi,httpd,php
3,Monday,20,5,0,20.9,8.3,uwsgi,httpd,php
3,Monday,20,5,3,8.7,8.4,uwsgi,httpd,php
3,Monday,20,5,6,8.8,8.3,uwsgi,httpd,php
3,Monday,20,5,9,8.9,8.4,uwsgi,httpd,php
3,Monday,20,5,12,9.0,8.3,uwsgi,python3,httpd
3,Monday,20,5,15,8.7,8.4,uwsgi,python3,httpd
3,Monday,20,5,18,8.8,8.3,uwsgi,python3,httpd
3,Monday,20,5,21,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,5,24,8.4,8.4,uwsgi,python3,httpd
3,Monday,20,5,27,13.6,8.4,uwsgi,python3,httpd
3,Monday,20,5,30,16.9,8.4,uwsgi,python3,httpd
3,Monday,20,5,33,9.0,8.3,uwsgi,python3,httpd
3,Monday,20,5,36,9.3,8.4,uwsgi,python3,httpd
3,Monday,20,5,39,8.4,8.4,uwsgi,python3,httpd
3,Monday,20,5,42,9.6,8.4,uwsgi,python3,httpd
3,Monday,20,5,45,8.9,8.4,uwsgi,python3,httpd
3,Monday,20,5,48,26.1,8.4,uwsgi,python3,httpd
3,Monday,20,5,51,16.0,8.4,uwsgi,python3,httpd
3,Monday,20,5,54,10.8,8.4,uwsgi,python3,httpd
3,Monday,20,5,57,9.1,8.4,uwsgi,python3,httpd
3,Monday,20,6,0,9.6,8.5,uwsgi,python3,httpd
3,Monday,20,6,3,8.3,8.4,uwsgi,python3,httpd
3,Monday,20,6,6,20.8,8.4,uwsgi,httpd,python3
3,Monday,20,6,9,17.1,8.2,uwsgi,python3,httpd
3,Monday,20,6,12,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,6,15,9.0,8.3,uwsgi,python3,httpd
3,Monday,20,6,18,16.3,8.5,uwsgi,python3,httpd
3,Monday,20,6,21,12.6,8.3,uwsgi,python3,httpd
3,Monday,20,6,24,25.7,8.3,uwsgi,python3,httpd
3,Monday,20,6,27,9.9,8.3,uwsgi,python3,httpd
3,Monday,20,6,30,21.2,8.4,uwsgi,python3,httpd
3,Monday,20,6,33,8.6,8.3,uwsgi,python3,httpd
3,Monday,20,6,36,9.5,8.3,uwsgi,python3,httpd
3,Monday,20,6,39,8.0,8.3,uwsgi,python3,httpd
3,Monday,20,6,42,8.8,8.3,uwsgi,python3,httpd
3,Monday,20,6,45,8.8,8.3,uwsgi,python3,httpd
3,Monday,20,6,48,6.8,8.3,uwsgi,python3,httpd
3,Monday,20,6,51,9.1,8.3,uwsgi,python3,httpd
3,Monday,20,6,54,10.9,8.3,uwsgi,python3,httpd
3,Monday,20,6,57,13.5,8.3,uwsgi,python3,httpd
3,Monday,20,7,0,9.9,8.3,uwsgi,python3,httpd
3,Monday,20,7,3,9.0,8.2,uwsgi,python3,httpd
3,Monday,20,7,6,8.4,8.2,uwsgi,python3,httpd
3,Monday,20,7,9,8.9,8.2,uwsgi,python3,httpd
3,Monday,20,7,12,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,7,15,10.3,7.8,uwsgi,python3,httpd
3,Monday,20,7,18,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,7,21,8.9,8.2,uwsgi,python3,httpd
3,Monday,20,7,24,8.4,8.2,uwsgi,python3,httpd
3,Monday,20,7,27,8.1,8.3,uwsgi,python3,httpd
3,Monday,20,7,30,9.1,8.3,uwsgi,python3,httpd
3,Monday,20,7,33,8.4,8.6,uwsgi,python3,httpd
3,Monday,20,7,36,9.7,8.3,uwsgi,python3,httpd
3,Monday,20,7,39,9.4,8.2,uwsgi,python3,httpd
3,Monday,20,7,42,8.4,8.1,uwsgi,python3,httpd
3,Monday,20,7,45,9.2,8.2,uwsgi,python3,httpd
3,Monday,20,7,48,6.0,8.2,uwsgi,python3,httpd
3,Monday,20,7,51,8.4,8.2,uwsgi,python3,httpd
3,Monday,20,7,54,9.6,8.1,uwsgi,python3,httpd
3,Monday,20,7,57,9.3,8.1,uwsgi,python3,httpd
3,Monday,20,8,0,9.4,8.3,uwsgi,python3,httpd
3,Monday,20,8,3,8.4,8.2,uwsgi,python3,httpd
3,Monday,20,8,6,20.1,8.5,uwsgi,httpd,php
3,Monday,20,8,9,9.4,9.0,uwsgi,httpd,php
3,Monday,20,8,12,10.6,9.0,uwsgi,httpd,php
3,Monday,20,8,15,9.6,9.0,uwsgi,httpd,php
3,Monday,20,8,18,11.3,8.9,uwsgi,httpd,php
3,Monday,20,8,21,8.9,8.9,uwsgi,httpd,php
3,Monday,20,8,24,19.7,8.9,uwsgi,httpd,php
3,Monday,20,8,27,9.3,8.6,uwsgi,httpd,php
3,Monday,20,8,30,8.1,8.7,uwsgi,httpd,php
3,Monday,20,8,33,9.1,8.6,uwsgi,httpd,php
3,Monday,20,8,36,8.8,8.7,uwsgi,httpd,php
3,Monday,20,8,39,9.1,8.7,uwsgi,httpd,php
3,Monday,20,8,42,9.8,8.7,uwsgi,httpd,php
3,Monday,20,8,45,9.3,8.7,uwsgi,httpd,php
3,Monday,20,8,48,9.9,8.6,uwsgi,httpd,php
3,Monday,20,8,51,9.2,8.2,uwsgi,httpd,php
3,Monday,20,8,54,9.0,8.1,uwsgi,httpd,php
3,Monday,20,8,57,8.2,8.1,uwsgi,python3,httpd
3,Monday,20,9,0,9.8,8.3,uwsgi,python3,httpd
3,Monday,20,9,3,8.1,8.2,uwsgi,python3,httpd
3,Monday,20,9,6,23.3,8.1,uwsgi,python3,httpd
3,Monday,20,9,9,8.4,8.1,uwsgi,python3,httpd
3,Monday,20,9,12,7.6,8.2,uwsgi,python3,httpd
3,Monday,20,9,15,8.8,8.2,uwsgi,python3,httpd
3,Monday,20,9,18,17.2,8.2,uwsgi,python3,httpd
3,Monday,20,9,21,6.6,8.3,uwsgi,python3,httpd
3,Monday,20,9,24,9.2,8.0,uwsgi,python3,httpd
3,Monday,20,9,27,8.9,8.3,uwsgi,python3,httpd
3,Monday,20,9,30,25.8,8.4,uwsgi,python3,httpd
3,Monday,20,9,33,8.5,8.3,uwsgi,python3,httpd
3,Monday,20,9,36,15.9,8.3,uwsgi,python3,httpd
3,Monday,20,9,39,9.1,8.4,uwsgi,python3,httpd
3,Monday,20,9,42,7.7,8.3,uwsgi,httpd,python3
3,Monday,20,9,45,9.3,8.4,uwsgi,httpd,python3
3,Monday,20,9,48,40.0,8.6,uwsgi,httpd,python3
3,Monday,20,9,51,9.3,8.7,uwsgi,httpd,python3
3,Monday,20,9,54,7.1,8.5,uwsgi,httpd,python3
3,Monday,20,9,57,8.4,8.5,uwsgi,httpd,python3
3,Monday,20,10,0,9.6,8.6,uwsgi,httpd,python3
3,Monday,20,10,3,8.0,8.2,uwsgi,httpd,python3
3,Monday,20,10,6,7.8,8.1,uwsgi,python3,httpd
3,Monday,20,10,9,8.6,8.5,uwsgi,python3,httpd
3,Monday,20,10,12,13.5,8.7,uwsgi,python3,httpd
3,Monday,20,10,15,8.6,8.6,uwsgi,httpd,python3
3,Monday,20,10,18,8.3,8.4,uwsgi,python3,httpd
3,Monday,20,10,21,9.6,8.3,uwsgi,python3,httpd
3,Monday,20,10,24,9.1,8.2,uwsgi,python3,httpd
3,Monday,20,10,27,9.8,8.1,uwsgi,python3,httpd
3,Monday,20,10,30,8.9,8.2,uwsgi,python3,httpd
3,Monday,20,10,33,9.0,8.1,uwsgi,python3,httpd
3,Monday,20,10,36,15.2,8.2,uwsgi,python3,httpd
3,Monday,20,10,39,9.2,8.1,uwsgi,python3,httpd
3,Monday,20,10,42,17.1,8.3,uwsgi,python3,httpd
3,Monday,20,10,45,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,10,48,12.2,8.1,uwsgi,python3,httpd
3,Monday,20,10,51,20.0,8.1,uwsgi,python3,httpd
3,Monday,20,10,54,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,10,57,8.7,8.2,uwsgi,python3,httpd
3,Monday,20,11,0,10.3,8.3,uwsgi,python3,httpd
3,Monday,20,11,3,8.7,8.2,uwsgi,python3,httpd
3,Monday,20,11,6,14.4,8.1,uwsgi,python3,httpd
3,Monday,20,11,9,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,11,12,19.6,8.4,uwsgi,python3,httpd
3,Monday,20,11,15,8.8,8.9,uwsgi,python3,httpd
3,Monday,20,11,18,8.1,9.0,uwsgi,python3,httpd
3,Monday,20,11,21,8.4,8.5,uwsgi,python3,httpd
3,Monday,20,11,24,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,11,27,9.1,8.2,uwsgi,python3,httpd
3,Monday,20,11,30,8.4,8.2,uwsgi,python3,httpd
3,Monday,20,11,33,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,11,36,8.3,8.0,uwsgi,python3,httpd
3,Monday,20,11,39,8.4,8.1,uwsgi,python3,httpd
3,Monday,20,11,42,8.3,8.2,uwsgi,httpd,php
3,Monday,20,11,45,8.5,8.1,uwsgi,httpd,php
3,Monday,20,11,48,9.7,8.1,uwsgi,httpd,php
3,Monday,20,11,51,8.7,8.1,uwsgi,httpd,php
3,Monday,20,11,54,10.1,8.2,uwsgi,httpd,php
3,Monday,20,11,57,10.0,8.1,uwsgi,httpd,php
3,Monday,20,12,0,10.4,8.2,uwsgi,httpd,php
3,Monday,20,12,3,8.9,8.1,uwsgi,httpd,php
3,Monday,20,12,6,9.4,8.1,uwsgi,httpd,php
3,Monday,20,12,9,8.8,8.1,uwsgi,httpd,php
3,Monday,20,12,12,9.7,8.1,uwsgi,httpd,php
3,Monday,20,12,15,8.6,8.1,uwsgi,httpd,php
3,Monday,20,12,18,7.7,8.2,uwsgi,httpd,php
3,Monday,20,12,21,9.2,8.1,uwsgi,httpd,php
3,Monday,20,12,24,25.0,8.2,uwsgi,httpd,php
3,Monday,20,12,27,8.8,8.2,uwsgi,httpd,php
3,Monday,20,12,30,11.1,8.2,uwsgi,httpd,php
3,Monday,20,12,33,14.1,8.6,uwsgi,python3,httpd
3,Monday,20,12,36,9.9,8.5,uwsgi,python3,httpd
3,Monday,20,12,39,9.1,8.5,uwsgi,python3,httpd
3,Monday,20,12,42,9.4,8.1,uwsgi,python3,httpd
3,Monday,20,12,45,8.4,8.3,uwsgi,python3,httpd
3,Monday,20,12,48,9.9,8.1,uwsgi,python3,httpd
3,Monday,20,12,51,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,12,54,8.6,8.1,uwsgi,python3,httpd
3,Monday,20,12,57,7.1,8.2,uwsgi,python3,httpd
3,Monday,20,13,0,8.5,8.3,uwsgi,python3,httpd
3,Monday,20,13,3,9.6,8.1,uwsgi,python3,httpd
3,Monday,20,13,6,10.0,8.1,uwsgi,python3,httpd
3,Monday,20,13,9,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,13,12,9.6,8.2,uwsgi,python3,httpd
3,Monday,20,13,15,13.0,8.1,uwsgi,python3,httpd
3,Monday,20,13,18,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,13,21,9.2,8.1,uwsgi,python3,httpd
3,Monday,20,13,24,8.9,7.9,uwsgi,python3,httpd
3,Monday,20,13,27,9.5,8.1,uwsgi,python3,httpd
3,Monday,20,13,30,31.6,8.3,uwsgi,python3,httpd
3,Monday,20,13,33,9.3,7.8,uwsgi,python3,httpd
3,Monday,20,13,36,9.4,8.1,uwsgi,python3,httpd
3,Monday,20,13,39,8.1,8.1,uwsgi,python3,httpd
3,Monday,20,13,42,8.8,8.2,uwsgi,python3,httpd
3,Monday,20,13,45,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,13,48,9.4,8.1,uwsgi,python3,httpd
3,Monday,20,13,51,9.0,8.1,uwsgi,python3,httpd
3,Monday,20,13,54,22.9,8.2,uwsgi,python3,httpd
3,Monday,20,13,57,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,14,0,9.8,8.3,uwsgi,python3,httpd
3,Monday,20,14,3,10.2,8.1,uwsgi,python3,httpd
3,Monday,20,14,6,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,14,9,8.7,8.1,uwsgi,python3,httpd
3,Monday,20,14,12,22.8,8.2,uwsgi,python3,httpd
3,Monday,20,14,15,8.4,8.1,uwsgi,python3,httpd
3,Monday,20,14,18,10.9,8.1,uwsgi,python3,httpd
3,Monday,20,14,21,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,14,24,9.9,8.2,uwsgi,python3,httpd
3,Monday,20,14,27,8.4,8.1,uwsgi,python3,httpd
3,Monday,20,14,30,9.6,8.2,uwsgi,python3,httpd
3,Monday,20,14,33,9.3,8.1,uwsgi,python3,httpd
3,Monday,20,14,36,10.5,8.1,uwsgi,python3,httpd
3,Monday,20,14,39,8.9,8.2,uwsgi,python3,httpd
3,Monday,20,14,42,8.9,8.1,uwsgi,python3,httpd
3,Monday,20,14,45,8.2,8.2,uwsgi,python3,httpd
3,Monday,20,14,48,9.6,8.2,uwsgi,python3,httpd
3,Monday,20,14,51,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,14,54,8.7,8.2,uwsgi,python3,httpd
3,Monday,20,14,57,8.3,8.2,uwsgi,python3,httpd
3,Monday,20,15,0,10.5,8.3,uwsgi,python3,httpd
3,Monday,20,15,3,8.6,8.2,uwsgi,python3,httpd
3,Monday,20,15,6,8.0,8.2,uwsgi,python3,httpd
3,Monday,20,15,9,7.8,8.5,uwsgi,python3,httpd
3,Monday,20,15,12,9.3,8.2,uwsgi,python3,httpd
3,Monday,20,15,15,16.7,8.7,uwsgi,python3,httpd
3,Monday,20,15,18,8.3,8.3,uwsgi,httpd,php
3,Monday,20,15,21,8.4,8.3,uwsgi,httpd,php
3,Monday,20,15,24,9.1,8.3,uwsgi,httpd,php
3,Monday,20,15,27,8.8,8.4,uwsgi,httpd,php
3,Monday,20,15,30,9.4,8.3,uwsgi,httpd,php
3,Monday,20,15,33,8.3,8.2,uwsgi,httpd,php
3,Monday,20,15,36,10.2,8.2,uwsgi,php,httpd
3,Monday,20,15,39,8.6,8.1,uwsgi,httpd,php
3,Monday,20,15,42,9.1,8.2,uwsgi,httpd,php
3,Monday,20,15,45,18.8,8.5,uwsgi,httpd,amazon-cloudwatch-agent
3,Monday,20,15,48,8.2,8.6,uwsgi,httpd,php
3,Monday,20,15,51,25.9,8.1,uwsgi,httpd,php
3,Monday,20,15,54,8.2,8.7,uwsgi,httpd,php
3,Monday,20,15,57,8.2,8.2,uwsgi,httpd,php
3,Monday,20,16,0,8.9,8.3,uwsgi,httpd,php
3,Monday,20,16,3,8.9,7.9,uwsgi,python3,httpd
3,Monday,20,16,6,14.5,8.1,uwsgi,python3,httpd
3,Monday,20,16,9,9.8,8.2,uwsgi,python3,httpd
3,Monday,20,16,12,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,16,15,8.9,8.6,uwsgi,python3,httpd
3,Monday,20,16,18,8.4,8.5,uwsgi,python3,httpd
3,Monday,20,16,21,9.2,8.1,uwsgi,python3,httpd
3,Monday,20,16,24,8.1,8.2,uwsgi,python3,httpd
3,Monday,20,16,27,8.4,8.1,uwsgi,python3,httpd
3,Monday,20,16,30,12.9,8.3,uwsgi,python3,httpd
3,Monday,20,16,33,8.2,8.1,uwsgi,python3,httpd
3,Monday,20,16,36,10.2,8.1,uwsgi,python3,httpd
3,Monday,20,16,39,9.2,8.0,uwsgi,python3,httpd
3,Monday,20,16,42,9.4,8.1,uwsgi,python3,httpd
3,Monday,20,16,45,9.7,8.2,uwsgi,python3,httpd
3,Monday,20,16,48,45.1,8.6,uwsgi,python3,httpd
3,Monday,20,16,51,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,16,54,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,16,57,8.2,8.2,uwsgi,python3,httpd
3,Monday,20,17,0,22.5,8.5,uwsgi,python3,httpd
3,Monday,20,17,3,9.6,8.0,uwsgi,python3,httpd
3,Monday,20,17,6,13.4,8.4,uwsgi,python3,httpd
3,Monday,20,17,9,8.8,8.2,uwsgi,python3,httpd
3,Monday,20,17,12,6.7,8.2,uwsgi,python3,httpd
3,Monday,20,17,15,9.0,8.2,uwsgi,python3,httpd
3,Monday,20,17,18,19.3,8.5,uwsgi,python3,httpd
3,Monday,20,17,21,22.1,10.2,httpd,uwsgi,python3
3,Monday,20,17,24,9.4,9.8,httpd,uwsgi,python3
3,Monday,20,17,27,8.7,9.3,uwsgi,python3,httpd
3,Monday,20,17,30,8.4,9.0,uwsgi,python3,httpd
3,Monday,20,17,33,8.5,8.3,uwsgi,python3,httpd
3,Monday,20,17,36,7.8,8.1,uwsgi,python3,httpd
3,Monday,20,17,39,8.5,8.6,uwsgi,python3,httpd
3,Monday,20,17,42,8.9,8.7,uwsgi,python3,httpd
3,Monday,20,17,45,8.6,8.5,uwsgi,python3,httpd
3,Monday,20,17,48,8.9,8.2,uwsgi,python3,httpd
3,Monday,20,17,51,8.3,8.1,uwsgi,python3,httpd
3,Monday,20,17,54,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,17,57,9.3,8.2,uwsgi,python3,httpd
3,Monday,20,18,0,10.3,8.3,uwsgi,python3,httpd
3,Monday,20,18,3,22.3,8.1,uwsgi,python3,httpd
3,Monday,20,18,6,9.8,8.2,uwsgi,python3,httpd
3,Monday,20,18,9,8.6,8.2,uwsgi,python3,httpd
3,Monday,20,18,12,8.7,8.2,uwsgi,python3,httpd
3,Monday,20,18,15,8.2,8.4,uwsgi,python3,httpd
3,Monday,20,18,18,19.8,8.4,uwsgi,python3,httpd
3,Monday,20,18,21,8.2,8.3,uwsgi,python3,httpd
3,Monday,20,18,24,9.3,8.3,uwsgi,python3,httpd
3,Monday,20,18,27,8.4,8.3,uwsgi,httpd,php
3,Monday,20,18,30,8.1,8.3,uwsgi,httpd,php
3,Monday,20,18,33,8.4,8.1,uwsgi,httpd,php
3,Monday,20,18,36,8.7,8.5,uwsgi,httpd,php
3,Monday,20,18,39,9.0,8.6,uwsgi,httpd,php
3,Monday,20,18,42,8.7,8.2,uwsgi,httpd,php
3,Monday,20,18,45,8.3,8.5,uwsgi,httpd,php
3,Monday,20,18,48,15.5,8.2,uwsgi,httpd,php
3,Monday,20,18,51,7.6,8.2,uwsgi,httpd,php
3,Monday,20,18,54,9.3,8.2,uwsgi,httpd,php
3,Monday,20,18,57,8.9,8.2,uwsgi,httpd,php
3,Monday,20,19,0,9.4,8.6,uwsgi,httpd,php
3,Monday,20,19,3,9.2,8.1,uwsgi,httpd,php
3,Monday,20,19,6,8.9,8.5,uwsgi,httpd,php
3,Monday,20,19,9,8.4,8.6,uwsgi,python3,httpd
3,Monday,20,19,12,9.6,8.5,uwsgi,httpd,python3
3,Monday,20,19,15,14.9,8.5,uwsgi,httpd,python3
3,Monday,20,19,18,10.8,8.5,uwsgi,httpd,python3
3,Monday,20,19,21,8.6,8.5,uwsgi,httpd,python3
3,Monday,20,19,24,8.5,8.4,uwsgi,python3,httpd
3,Monday,20,19,27,8.6,8.3,uwsgi,python3,httpd
3,Monday,20,19,30,9.2,8.6,uwsgi,python3,httpd
3,Monday,20,19,33,6.1,8.3,uwsgi,python3,httpd
3,Monday,20,19,36,9.7,8.3,uwsgi,python3,httpd
3,Monday,20,19,39,8.8,8.2,uwsgi,python3,httpd
3,Monday,20,19,42,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,19,45,10.1,8.3,uwsgi,python3,httpd
3,Monday,20,19,48,10.4,8.2,uwsgi,python3,httpd
3,Monday,20,19,51,9.0,8.1,uwsgi,python3,httpd
3,Monday,20,19,54,9.5,8.1,uwsgi,python3,httpd
3,Monday,20,19,57,8.3,8.1,uwsgi,python3,httpd
3,Monday,20,20,0,9.7,8.4,uwsgi,python3,httpd
3,Monday,20,20,3,20.7,8.2,uwsgi,python3,httpd
3,Monday,20,20,6,9.4,8.0,uwsgi,python3,httpd
3,Monday,20,20,9,8.6,8.1,uwsgi,python3,httpd
3,Monday,20,20,12,8.2,8.1,uwsgi,python3,httpd
3,Monday,20,20,15,9.4,8.2,uwsgi,python3,httpd
3,Monday,20,20,18,9.0,8.1,uwsgi,python3,httpd
3,Monday,20,20,21,8.7,8.3,uwsgi,python3,httpd
3,Monday,20,20,24,9.1,8.2,uwsgi,python3,httpd
3,Monday,20,20,27,8.5,8.2,uwsgi,python3,httpd
3,Monday,20,20,30,9.9,8.2,uwsgi,python3,httpd
3,Monday,20,20,33,8.5,8.1,uwsgi,python3,httpd
3,Monday,20,20,36,8.6,8.1,uwsgi,python3,httpd
3,Monday,20,20,39,10.0,8.1,uwsgi,python3,httpd
3,Monday,20,20,42,19.5,8.1,uwsgi,python3,httpd
3,Monday,20,20,45,8.8,8.1,uwsgi,python3,httpd
3,Monday,20,20,48,42.7,8.5,uwsgi,python3,httpd
3,Monday,20,20,51,6.7,8.4,uwsgi,python3,httpd
3,Monday,20,20,54,40.5,8.3,uwsgi,python3,httpd
3,Monday,20,20,57,12.2,8.6,uwsgi,python3,httpd
3,Monday,20,21,0,7.9,8.5,uwsgi,python3,httpd
3,Monday,20,21,3,9.0,8.5,uwsgi,python3,httpd
3,Monday,20,21,6,9.4,8.6,uwsgi,python3,httpd
3,Monday,20,21,9,8.6,8.5,uwsgi,python3,httpd
3,Monday,20,21,12,8.7,8.5,uwsgi,python3,httpd
3,Monday,20,21,15,21.4,8.4,uwsgi,python3,httpd
3,Monday,20,21,18,8.4,8.4,uwsgi,python3,httpd
3,Monday,20,21,21,8.5,8.3,uwsgi,python3,httpd
3,Monday,20,21,24,8.2,8.1,uwsgi,python3,httpd
3,Monday,20,21,27,24.6,8.1,uwsgi,python3,httpd
3,Monday,20,21,30,8.2,8.2,uwsgi,python3,httpd
3,Monday,20,21,33,10.3,8.1,uwsgi,python3,httpd
3,Monday,20,21,36,9.0,8.1,uwsgi,python3,httpd
3,Monday,20,21,39,8.6,8.1,uwsgi,python3,httpd
3,Monday,20,21,42,8.3,8.1,uwsgi,httpd,php
3,Monday,20,21,45,9.6,8.1,uwsgi,httpd,php
3,Monday,20,21,48,8.7,8.0,uwsgi,httpd,php
3,Monday,20,21,51,8.9,8.1,uwsgi,httpd,php
3,Monday,20,21,54,11.3,7.9,uwsgi,httpd,amazon-cloudwatch-agent
3,Monday,20,21,57,8.2,8.1,uwsgi,httpd,php
3,Monday,20,22,0,9.9,8.3,uwsgi,httpd,php
3,Monday,20,22,3,8.7,8.1,uwsgi,httpd,php
3,Monday,20,22,6,7.9,8.1,uwsgi,httpd,php
3,Monday,20,22,9,8.5,8.1,uwsgi,httpd,php
3,Monday,20,22,12,8.0,8.1,uwsgi,httpd,php
3,Monday,20,22,15,8.7,8.1,uwsgi,httpd,php
3,Monday,20,22,18,12.6,8.2,uwsgi,httpd,php
3,Monday,20,22,21,8.1,8.1,uwsgi,httpd,php
3,Monday,20,22,24,22.1,8.2,uwsgi,httpd,php
3,Monday,20,22,27,8.3,8.1,uwsgi,httpd,php
3,Monday,20,22,30,8.5,8.2,uwsgi,httpd,php
3,Monday,20,22,33,8.6,8.1,uwsgi,httpd,php
3,Monday,20,22,36,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,22,39,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,22,42,9.1,8.1,uwsgi,python3,httpd
3,Monday,20,22,45,9.4,7.8,uwsgi,python3,httpd
3,Monday,20,22,48,10.2,8.1,uwsgi,python3,httpd
